function_id;module;function_name;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
71;miniXyce.x;std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_M_erase(std::_Rb_tree_node<std::pair<int const, double> >*);;0.67;0.06;;;;;;
2314;libmpi.so.12.1.10;MPIDI_CH3U_Request_unpack_uebuf;;0.61;0.06;;;;;;
2317;libmpi.so.12.1.10;MPID_Request_complete;;0.61;0.05;;;;;;
2491;libmpi.so.12.1.10;MPID_Send;;0.56;0.05;;;;;;
1902;libc-2.31.so;__nss_database_lookup;;0.56;0.05;;;;;;
72;miniXyce.x;void std::vector<double, std::allocator<double> >::emplace_back<double>(double&&);;0.44;0.04;;;;;;
48;miniXyce.x;void std::vector<double, std::allocator<double> >::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&);;0.39;0.04;;;;;;
102;miniXyce.x;.plt.sec@start;;0.39;0.03;;;;;;
1342;libmpi.so.12.1.10;MPIR_Wait_state;;0.33;0.03;;;;;;
2725;libmpi.so.12.1.10;MPIDU_Sched_are_pending;;0.28;0.02;;;;;;
320;libmpi.so.12.1.10;.plt.sec@start;;0.22;0.02;;;;;;
2316;libmpi.so.12.1.10;MPID_Request_destroy_hook;;0.17;0.01;;;;;;
1478;libstdc++.so.6.0.28;std::_Rb_tree_decrement(std::_Rb_tree_node_base*);;0.17;0.01;;;;;;
1215;libstdc++.so.6.0.28;operator new(unsigned long);;0.17;0.01;;;;;;
1834;libmpi.so.12.1.10;MPIR_Csel_search;;0.11;0.01;;;;;;
1343;libmpi.so.12.1.10;MPIR_Wait_impl;;0.11;0.01;;;;;;
1026;libstdc++.so.6.0.28;.plt.sec@start;;0.11;0.01;;;;;;
73;miniXyce.x;void std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_M_realloc_insert<std::vector<double, std::allocator<double> > const&>(__gnu_cxx::__normal_iterator<std::vector<double, std::allocator<double> >*, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > >, std::vector<double, std::allocator<double> > const&);;0.11;0.01;;;;;;
62;miniXyce.x;mX_matrix_utils::distributed_sparse_matrix_add_to(mX_matrix_utils::distributed_sparse_matrix*, int, int, double, int, int);;0.11;0.01;;;;;;
2623;libmpi.so.12.1.10;MPID_nem_network_poll;;0.06;0;;;;;;
2580;libmpi.so.12.1.10;MPIDI_CH3_iSendv;;0.06;0;;;;;;
2473;libmpi.so.12.1.10;MPID_Isend;;0.06;0;;;;;;
1143;libstdc++.so.6.0.28;operator delete(void*);;0.06;0;;;;;;
1060;libc-2.31.so;__poll;;0.06;0;;;;;;
813;libmpi.so.12.1.10;MPI_Allreduce;;0.06;0;;;;;;
811;libmpi.so.12.1.10;MPIR_Allreduce_impl;;0.06;0;;;;;;
24;miniXyce.x;main;;0.06;0;;;;;;
0;miniXyce.x;Unknown function;;0.06;0;;;;;;
