function_id;module;function_name;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
72;miniXyce.x;void std::vector<double, std::allocator<double> >::emplace_back<double>(double&&);;0.57;0.05;;;;;;
2591;libmpi.so.12.1.10;MPID_nem_handle_pkt;;0.51;0.05;;;;;;
348;libc-2.31.so;psiginfo;;0.45;0.04;;;;;;
2314;libmpi.so.12.1.10;MPIDI_CH3U_Request_unpack_uebuf;;0.4;0.04;;;;;;
2623;libmpi.so.12.1.10;MPID_nem_network_poll;;0.4;0.04;;;;;;
2317;libmpi.so.12.1.10;MPID_Request_complete;;0.34;0.03;;;;;;
1342;libmpi.so.12.1.10;MPIR_Wait_state;;0.34;0.03;;;;;;
2725;libmpi.so.12.1.10;MPIDU_Sched_are_pending;;0.28;0.03;;;;;;
453;libc-2.31.so;vscanf;;0.23;0.02;;;;;;
102;miniXyce.x;.plt.sec@start;;0.23;0.02;;;;;;
3444;libstdc++.so.6.0.28;std::ostreambuf_iterator<char, std::char_traits<char> > std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::_M_insert_float<double>(std::ostreambuf_iterator<char, std::char_traits<char> >, std::ios_base&, char, char, double) const;;0.17;0.01;;;;;;
2316;libmpi.so.12.1.10;MPID_Request_destroy_hook;;0.17;0.01;;;;;;
2196;libmpi.so.12.1.10;MPIR_Progress_hook_exec_all;;0.17;0.01;;;;;;
1343;libmpi.so.12.1.10;MPIR_Wait_impl;;0.17;0.01;;;;;;
1215;libstdc++.so.6.0.28;operator new(unsigned long);;0.17;0.01;;;;;;
543;libc-2.31.so;_IO_str_pbackfail;;0.17;0.01;;;;;;
519;libc-2.31.so;_IO_enable_locks;;0.17;0.01;;;;;;
320;libmpi.so.12.1.10;.plt.sec@start;;0.17;0.01;;;;;;
75;miniXyce.x;std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<int const, double> >, int const&);;0.17;0.01;;;;;;
71;miniXyce.x;std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_M_erase(std::_Rb_tree_node<std::pair<int const, double> >*);;0.17;0.01;;;;;;
3794;libstdc++.so.6.0.28;std::basic_streambuf<char, std::char_traits<char> >::xsputn(char const*, long);;0.11;0.01;;;;;;
3549;libstdc++.so.6.0.28;std::ostream& std::ostream::_M_insert<double>(double);;0.11;0.01;;;;;;
3513;libstdc++.so.6.0.28;std::ostream::sentry::sentry(std::ostream&);;0.11;0.01;;;;;;
1289;libstdc++.so.6.0.28;std::codecvt<char, char, __mbstate_t>::do_always_noconv() const;;0.11;0.01;;;;;;
1149;libstdc++.so.6.0.28;__dynamic_cast;;0.11;0.01;;;;;;
1026;libstdc++.so.6.0.28;.plt.sec@start;;0.11;0.01;;;;;;
24;miniXyce.x;main;;0.11;0.01;;;;;;
3462;libstdc++.so.6.0.28;std::istreambuf_iterator<char, std::char_traits<char> > std::num_get<char, std::istreambuf_iterator<char, std::char_traits<char> > >::_M_extract_int<long>(std::istreambuf_iterator<char, std::char_traits<char> >, std::istreambuf_iterator<char, std::char_traits<char> >, std::ios_base&, std::_Ios_Iostate&, long&) const;;0.06;0;;;;;;
3389;libstdc++.so.6.0.28;std::ctype<char> const& std::use_facet<std::ctype<char> >(std::locale const&);;0.06;0;;;;;;
2588;libmpi.so.12.1.10;check_terminating_vcs;;0.06;0;;;;;;
2508;libstdc++.so.6.0.28;std::__cxx11::numpunct<char>::do_falsename() const;;0.06;0;;;;;;
1902;libmpi.so.12.1.10;MPIC_Wait;;0.06;0;;;;;;
1593;libstdc++.so.6.0.28;std::__basic_file<char>::xsputn(char const*, long);;0.06;0;;;;;;
1527;libmpi.so.12.1.10;MPIR_Allreduce_intra_recursive_doubling;;0.06;0;;;;;;
1364;libstdc++.so.6.0.28;std::locale::facet::_S_get_c_locale();;0.06;0;;;;;;
1265;libstdc++.so.6.0.28;__cxxabiv1::__vmi_class_type_info::__do_dyncast(long, __cxxabiv1::__class_type_info::__sub_kind, __cxxabiv1::__class_type_info const*, void const*, __cxxabiv1::__class_type_info const*, void const*, __cxxabiv1::__class_type_info::__dyncast_result&) const;;0.06;0;;;;;;
810;libmpi.so.12.1.10;MPIR_Allreduce_allcomm_auto;;0.06;0;;;;;;
232;libpthread-2.31.so;__GI___pthread_once;;0.06;0;;;;;;
73;miniXyce.x;void std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_M_realloc_insert<std::vector<double, std::allocator<double> > const&>(__gnu_cxx::__normal_iterator<std::vector<double, std::allocator<double> >*, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > >, std::vector<double, std::allocator<double> > const&);;0.06;0;;;;;;
72;libc-2.31.so;__uselocale;;0.06;0;;;;;;
62;miniXyce.x;mX_matrix_utils::distributed_sparse_matrix_add_to(mX_matrix_utils::distributed_sparse_matrix*, int, int, double, int, int);;0.06;0;;;;;;
49;miniXyce.x;mX_linear_DAE_utils::evaluate_b(double, mX_linear_DAE_utils::mX_linear_DAE*);;0.06;0;;;;;;
49;libc-2.31.so;.plt.sec@start;;0.06;0;;;;;;
