function_id;module;function_name;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
71;miniXyce.x;std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_M_erase(std::_Rb_tree_node<std::pair<int const, double> >*);;0.06;0.07;;;;;;
2491;libmpi.so.12.1.10;MPID_Send;;0.05;0.07;;;;;;
1215;libstdc++.so.6.0.28;operator new(unsigned long);;0.05;0.07;;;;;;
75;miniXyce.x;std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<int const, double> >, int const&);;0.04;0.06;;;;;;
320;libmpi.so.12.1.10;.plt.sec@start;;0.03;0.05;;;;;;
2314;libmpi.so.12.1.10;MPIDI_CH3U_Request_unpack_uebuf;;0.03;0.04;;;;;;
1840;libmpi.so.12.1.10;MPII_Gentran_scheds_are_pending;;0.03;0.04;;;;;;
1342;libmpi.so.12.1.10;MPIR_Wait_state;;0.03;0.04;;;;;;
102;miniXyce.x;.plt.sec@start;;0.03;0.04;;;;;;
48;miniXyce.x;void std::vector<double, std::allocator<double> >::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&);;0.03;0.04;;;;;;
2316;libmpi.so.12.1.10;MPID_Request_destroy_hook;;0.02;0.03;;;;;;
72;miniXyce.x;void std::vector<double, std::allocator<double> >::emplace_back<double>(double&&);;0.02;0.03;;;;;;
2623;libmpi.so.12.1.10;MPID_nem_network_poll;;0.02;0.02;;;;;;
1026;libstdc++.so.6.0.28;.plt.sec@start;;0.02;0.02;;;;;;
1834;libmpi.so.12.1.10;MPIR_Csel_search;;0.01;0.02;;;;;;
1819;libmpi.so.12.1.10;MPIR_Coll_safe_to_block;;0.01;0.02;;;;;;
1143;libstdc++.so.6.0.28;operator delete(void*);;0.01;0.02;;;;;;
2588;libmpi.so.12.1.10;check_terminating_vcs;;0.01;0.01;;;;;;
2527;libmpi.so.12.1.10;MPIDI_RMA_init;;0;0;;;;;;
2422;libmpi.so.12.1.10;MPIDI_CH3_PktHandler_EagerSend;;0;0;;;;;;
1906;libmpi.so.12.1.10;MPIC_Sendrecv;;0;0;;;;;;
1280;libmpi.so.12.1.10;MPIR_Localcopy;;0;0;;;;;;
1149;libstdc++.so.6.0.28;__dynamic_cast;;0;0;;;;;;
62;miniXyce.x;mX_matrix_utils::distributed_sparse_matrix_add_to(mX_matrix_utils::distributed_sparse_matrix*, int, int, double, int, int);;0;0;;;;;;
49;miniXyce.x;mX_linear_DAE_utils::evaluate_b(double, mX_linear_DAE_utils::mX_linear_DAE*);;0;0;;;;;;
11;ld-2.31.so;_dl_rtld_di_serinfo;;0;0;;;;;;
0;miniXyce.x;Unknown function;;0;0;;;;;;
