function_id;module;function_name;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
3444;libstdc++.so.6.0.28;std::ostreambuf_iterator<char, std::char_traits<char> > std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::_M_insert_float<double>(std::ostreambuf_iterator<char, std::char_traits<char> >, std::ios_base&, char, char, double) const;;0.02;0.03;;;;;;
72;libc-2.31.so;__uselocale;;0.02;0.03;;;;;;
2316;libmpi.so.12.1.10;MPID_Request_destroy_hook;;0.02;0.02;;;;;;
1026;libstdc++.so.6.0.28;.plt.sec@start;;0.02;0.02;;;;;;
102;miniXyce.x;.plt.sec@start;;0.02;0.02;;;;;;
75;miniXyce.x;std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<int const, double> >, int const&);;0.02;0.02;;;;;;
71;miniXyce.x;std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_M_erase(std::_Rb_tree_node<std::pair<int const, double> >*);;0.02;0.02;;;;;;
3514;libstdc++.so.6.0.28;std::ostream::sentry::~sentry();;0.01;0.02;;;;;;
2588;libmpi.so.12.1.10;check_terminating_vcs;;0.01;0.02;;;;;;
2314;libmpi.so.12.1.10;MPIDI_CH3U_Request_unpack_uebuf;;0.01;0.02;;;;;;
1215;libstdc++.so.6.0.28;operator new(unsigned long);;0.01;0.02;;;;;;
543;libc-2.31.so;_IO_str_pbackfail;;0.01;0.02;;;;;;
453;libc-2.31.so;vscanf;;0.01;0.02;;;;;;
3794;libstdc++.so.6.0.28;std::basic_streambuf<char, std::char_traits<char> >::xsputn(char const*, long);;0.01;0.01;;;;;;
3549;libstdc++.so.6.0.28;std::ostream& std::ostream::_M_insert<double>(double);;0.01;0.01;;;;;;
2508;libstdc++.so.6.0.28;std::__cxx11::numpunct<char>::do_falsename() const;;0.01;0.01;;;;;;
1379;libstdc++.so.6.0.28;std::__num_base::_S_format_float(std::ios_base const&, char*, char);;0.01;0.01;;;;;;
1175;libmpi.so.12.1.10;MPIR_Type_get_true_extent_x_impl;;0.01;0.01;;;;;;
1149;libstdc++.so.6.0.28;__dynamic_cast;;0.01;0.01;;;;;;
519;libc-2.31.so;_IO_enable_locks;;0.01;0.01;;;;;;
3513;libstdc++.so.6.0.28;std::ostream::sentry::sentry(std::ostream&);;0;0.01;;;;;;
3429;libstdc++.so.6.0.28;std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::_M_pad(char, long, std::ios_base&, char*, char const*, int&) const;;0;0.01;;;;;;
3415;libstdc++.so.6.0.28;bool std::has_facet<std::num_get<char, std::istreambuf_iterator<char, std::char_traits<char> > > >(std::locale const&);;0;0.01;;;;;;
3103;libstdc++.so.6.0.28;std::istream::sentry::sentry(std::istream&, bool);;0;0.01;;;;;;
2020;libmpi.so.12.1.10;MPIR_Typerep_unpack;;0;0.01;;;;;;
1370;libstdc++.so.6.0.28;std::locale::id::_M_id() const;;0;0.01;;;;;;
1173;libmpi.so.12.1.10;MPIR_Type_get_true_extent_impl;;0;0.01;;;;;;
813;libmpi.so.12.1.10;MPI_Allreduce;;0;0.01;;;;;;
515;libc-2.31.so;_IO_default_xsputn;;0;0.01;;;;;;
512;libc-2.31.so;_IO_setb;;0;0.01;;;;;;
306;libc-2.31.so;__printf_fp;;0;0.01;;;;;;
62;miniXyce.x;mX_matrix_utils::distributed_sparse_matrix_add_to(mX_matrix_utils::distributed_sparse_matrix*, int, int, double, int, int);;0;0.01;;;;;;
24;miniXyce.x;main;;0;0.01;;;;;;
11;ld-2.31.so;_dl_rtld_di_serinfo;;0;0.01;;;;;;
0;miniXyce.x;Unknown function;;0;0.01;;;;;;
