function_id;module;function_name;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
3458;libstdc++.so.6.0.28;std::num_get<char, std::istreambuf_iterator<char, std::char_traits<char> > >::_M_extract_float(std::istreambuf_iterator<char, std::char_traits<char> >, std::istreambuf_iterator<char, std::char_traits<char> >, std::ios_base&, std::_Ios_Iostate&, std::string&) const;;0;0;;;;;;
2725;libmpi.so.12.1.10;MPIDU_Sched_are_pending;;0;0;;;;;;
2580;libmpi.so.12.1.10;MPIDI_CH3_iSendv;;0;0;;;;;;
2422;libmpi.so.12.1.10;MPIDI_CH3_PktHandler_EagerSend;;0;0;;;;;;
1906;libmpi.so.12.1.10;MPIC_Sendrecv;;0;0;;;;;;
1840;libmpi.so.12.1.10;MPII_Gentran_scheds_are_pending;;0;0;;;;;;
1834;libmpi.so.12.1.10;MPIR_Csel_search;;0;0;;;;;;
1787;libmpi.so.12.1.10;MPIR_SUM;;0;0;;;;;;
1527;libmpi.so.12.1.10;MPIR_Allreduce_intra_recursive_doubling;;0;0;;;;;;
1343;libmpi.so.12.1.10;MPIR_Wait_impl;;0;0;;;;;;
813;libmpi.so.12.1.10;MPI_Allreduce;;0;0;;;;;;
811;libmpi.so.12.1.10;MPIR_Allreduce_impl;;0;0;;;;;;
810;libmpi.so.12.1.10;MPIR_Allreduce_allcomm_auto;;0;0;;;;;;
73;miniXyce.x;void std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_M_realloc_insert<std::vector<double, std::allocator<double> > const&>(__gnu_cxx::__normal_iterator<std::vector<double, std::allocator<double> >*, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > >, std::vector<double, std::allocator<double> > const&);;0;0;;;;;;
49;miniXyce.x;mX_linear_DAE_utils::evaluate_b(double, mX_linear_DAE_utils::mX_linear_DAE*);;0;0;;;;;;
11;ld-2.31.so;_dl_rtld_di_serinfo;;0;0;;;;;;
